State,	County,	BA Climate Zone,	IECC Climate Zone,	IECC Moisture Regime
ID,	Oneida,	Cold,	6,	B
ID,	Owyhee,	Cold,	5,	B
ID,	Payette,	Cold,	5,	B
ID,	Power,	Cold,	5,	B
ID,	Shoshone,	Cold,	5,	B
ID,	Teton,	Cold,	6,	B
ID,	Twin Falls,	Cold,	5,	B
ID,	Valley,	Cold,	6,	B
ID,	Washington,	Cold,	5,	B
IL,	Adams,	Cold,	5,	A
IL,	Alexander,	Mixed-Humid,	4,	A
IL,	Bond,	Mixed-Humid,	4,	A
IL,	Boone,	Cold,	5,	A
IL,	Brown,	Cold,	5,	A
IL,	Bureau,	Cold,	5,	A
IL,	Calhoun,	Cold,	5,	A
IL,	Carroll,	Cold,	5,	A
IL,	Cass,	Cold,	5,	A
IL,	Champaign,	Cold,	5,	A
IL,	Christian,	Mixed-Humid,	4,	A
IL,	Clark,	Cold,	5,	A
IL,	Clay,	Mixed-Humid,	4,	A
IL,	Clinton,	Mixed-Humid,	4,	A
IL,	Coles,	Cold,	5,	A
IL,	Cook,	Cold,	5,	A
IL,	Crawford,	Mixed-Humid,	4,	A
IL,	Cumberland,	Cold,	5,	A
IL,	DeKalb,	Cold,	5,	A
IL,	DeWitt,	Cold,	5,	A
IL,	Douglas,	Cold,	5,	A
IL,	DuPage,	Cold,	5,	A
IL,	Edgar,	Cold,	5,	A
IL,	Edwards,	Mixed-Humid,	4,	A
IL,	Effingham,	Mixed-Humid,	4,	A
IL,	Fayette,	Mixed-Humid,	4,	A
IL,	Ford,	Cold,	5,	A
IL,	Franklin,	Mixed-Humid,	4,	A
IL,	Fulton,	Cold,	5,	A
IL,	Gallatin,	Mixed-Humid,	4,	A
IL,	Greene,	Cold,	5,	A
IL,	Grundy,	Cold,	5,	A
IL,	Hamilton,	Mixed-Humid,	4,	A
IL,	Hancock,	Cold,	5,	A
IL,	Hardin,	Mixed-Humid,	4,	A
IL,	Henderson,	Cold,	5,	A
IL,	Henry,	Cold,	5,	A
IL,	Iroquois,	Cold,	5,	A
IL,	Jackson,	Mixed-Humid,	4,	A
IL,	Jasper,	Mixed-Humid,	4,	A
IL,	Jefferson,	Mixed-Humid,	4,	A
IL,	Jersey,	Cold,	5,	A
IL,	Jo Daviess,	Cold,	5,	A
IL,	Johnson,	Mixed-Humid,	4,	A
IL,	Kane,	Cold,	5,	A
IL,	Kankakee,	Cold,	5,	A
IL,	Kendall,	Cold,	5,	A
IL,	Knox,	Cold,	5,	A
IL,	Lake,	Cold,	5,	A
IL,	LaSalle,	Cold,	5,	A
IL,	Lawrence,	Mixed-Humid,	4,	A
IL,	Lee,	Cold,	5,	A
IL,	Livingston,	Cold,	5,	A
IL,	Logan,	Cold,	5,	A
IL,	Macon,	Cold,	5,	A
IL,	Macoupin,	Mixed-Humid,	4,	A
IL,	Madison,	Mixed-Humid,	4,	A
IL,	Marion,	Mixed-Humid,	4,	A
IL,	Marshall,	Cold,	5,	A
IL,	Mason,	Cold,	5,	A
IL,	Massac,	Mixed-Humid,	4,	A
IL,	McDonough,	Cold,	5,	A
IL,	McHenry,	Cold,	5,	A
IL,	McLean,	Cold,	5,	A
IL,	Menard,	Cold,	5,	A
IL,	Mercer,	Cold,	5,	A
IL,	Monroe,	Mixed-Humid,	4,	A
IL,	Montgomery,	Mixed-Humid,	4,	A
IL,	Morgan,	Cold,	5,	A
IL,	Moultrie,	Cold,	5,	A
IL,	Ogle,	Cold,	5,	A
IL,	Peoria,	Cold,	5,	A
IL,	Perry,	Mixed-Humid,	4,	A
IL,	Piatt,	Cold,	5,	A
IL,	Pike,	Cold,	5,	A
IL,	Pope,	Mixed-Humid,	4,	A
IL,	Pulaski,	Mixed-Humid,	4,	A
IL,	Putnam,	Cold,	5,	A
IL,	Randolph,	Mixed-Humid,	4,	A
IL,	Richland,	Mixed-Humid,	4,	A
IL,	Rock Island,	Cold,	5,	A
IL,	Saline,	Mixed-Humid,	4,	A
IL,	Sangamon,	Cold,	5,	A
IL,	Schuyler,	Cold,	5,	A
IL,	Scott,	Cold,	5,	A
IL,	Shelby,	Mixed-Humid,	4,	A
IL,	St. Clair,	Mixed-Humid,	4,	A
IL,	Stark,	Cold,	5,	A
IL,	Stephenson,	Cold,	5,	A
IL,	Tazewell,	Cold,	5,	A
IL,	Union,	Mixed-Humid,	4,	A
IL,	Vermilion,	Cold,	5,	A
IL,	Wabash,	Mixed-Humid,	4,	A
IL,	Warren,	Cold,	5,	A
IL,	Washington,	Mixed-Humid,	4,	A
IL,	Wayne,	Mixed-Humid,	4,	A
IL,	White,	Mixed-Humid,	4,	A
IL,	Whiteside,	Cold,	5,	A
IL,	Will,	Cold,	5,	A
IL,	Williamson,	Mixed-Humid,	4,	A
IL,	Winnebago,	Cold,	5,	A
IL,	Woodford,	Cold,	5,	A
IN,	Adams,	Cold,	5,	A
IN,	Allen,	Cold,	5,	A
IN,	Bartholomew,	Cold,	5,	A
IN,	Benton,	Cold,	5,	A
IN,	Blackford,	Cold,	5,	A
IN,	Boone,	Cold,	5,	A
IN,	Brown,	Mixed-Humid,	4,	A
IN,	Carroll,	Cold,	5,	A
IN,	Cass,	Cold,	5,	A
IN,	Clark,	Mixed-Humid,	4,	A
IN,	Clay,	Cold,	5,	A
IN,	Clinton,	Cold,	5,	A
IN,	Crawford,	Mixed-Humid,	4,	A
IN,	Daviess,	Mixed-Humid,	4,	A
IN,	Dearborn,	Mixed-Humid,	4,	A
IN,	Decatur,	Cold,	5,	A
IN,	DeKalb,	Cold,	5,	A
IN,	Delaware,	Cold,	5,	A
IN,	Dubois,	Mixed-Humid,	4,	A
IN,	Elkhart,	Cold,	5,	A
IN,	Fayette,	Cold,	5,	A
IN,	Floyd,	Mixed-Humid,	4,	A
IN,	Fountain,	Cold,	5,	A
IN,	Franklin,	Cold,	5,	A
IN,	Fulton,	Cold,	5,	A
IN,	Gibson,	Mixed-Humid,	4,	A
IN,	Grant,	Cold,	5,	A
IN,	Greene,	Mixed-Humid,	4,	A
IN,	Hamilton,	Cold,	5,	A
IN,	Hancock,	Cold,	5,	A
IN,	Harrison,	Mixed-Humid,	4,	A
IN,	Hendricks,	Cold,	5,	A
IN,	Henry,	Cold,	5,	A
IN,	Howard,	Cold,	5,	A
IN,	Huntington,	Cold,	5,	A
IN,	Jackson,	Mixed-Humid,	4,	A
IN,	Jasper,	Cold,	5,	A
IN,	Jay,	Cold,	5,	A
IN,	Jefferson,	Mixed-Humid,	4,	A
IN,	Jennings,	Mixed-Humid,	4,	A
IN,	Johnson,	Cold,	5,	A
IN,	Knox,	Mixed-Humid,	4,	A
IN,	Kosciusko,	Cold,	5,	A
IN,	LaGrange,	Cold,	5,	A
IN,	Lake,	Cold,	5,	A
IN,	LaPorte,	Cold,	5,	A
IN,	Lawrence,	Mixed-Humid,	4,	A
IN,	Madison,	Cold,	5,	A
IN,	Marion,	Cold,	5,	A
IN,	Marshall,	Cold,	5,	A
IN,	Martin,	Mixed-Humid,	4,	A
IN,	Miami,	Cold,	5,	A
IN,	Monroe,	Mixed-Humid,	4,	A
IN,	Montgomery,	Cold,	5,	A
IN,	Morgan,	Cold,	5,	A
IN,	Newton,	Cold,	5,	A
IN,	Noble,	Cold,	5,	A
IN,	Ohio,	Mixed-Humid,	4,	A
IN,	Orange,	Mixed-Humid,	4,	A
IN,	Owen,	Cold,	5,	A
IN,	Parke,	Cold,	5,	A
IN,	Perry,	Mixed-Humid,	4,	A
IN,	Pike,	Mixed-Humid,	4,	A
IN,	Porter,	Cold,	5,	A
IN,	Posey,	Mixed-Humid,	4,	A
IN,	Pulaski,	Cold,	5,	A
IN,	Putnam,	Cold,	5,	A
IN,	Randolph,	Cold,	5,	A
IN,	Ripley,	Mixed-Humid,	4,	A
IN,	Rush,	Cold,	5,	A
IN,	Scott,	Mixed-Humid,	4,	A
IN,	Shelby,	Cold,	5,	A
IN,	Spencer,	Mixed-Humid,	4,	A
IN,	St. Joseph,	Cold,	5,	A
IN,	Starke,	Cold,	5,	A
IN,	Steuben,	Cold,	5,	A
IN,	Sullivan,	Mixed-Humid,	4,	A
IN,	Switzerland,	Mixed-Humid,	4,	A
IN,	Tippecanoe,	Cold,	5,	A
IN,	Tipton,	Cold,	5,	A
IN,	Union,	Cold,	5,	A
IN,	Vanderburgh,	Mixed-Humid,	4,	A
IN,	Vermillion,	Cold,	5,	A
IN,	Vigo,	Cold,	5,	A
IN,	Wabash,	Cold,	5,	A
IN,	Warren,	Cold,	5,	A
IN,	Warrick,	Mixed-Humid,	4,	A
IN,	Washington,	Mixed-Humid,	4,	A
IN,	Wayne,	Cold,	5,	A
IN,	Wells,	Cold,	5,	A
IN,	White,	Cold,	5,	A
IN,	Whitley,	Cold,	5,	A
IA,	Adair,	Cold,	5,	A
IA,	Adams,	Cold,	5,	A
IA,	Allamakee,	Cold,	6,	A
IA,	Appanoose,	Cold,	5,	A
IA,	Audubon,	Cold,	5,	A
IA,	Benton,	Cold,	5,	A
IA,	Black Hawk,	Cold,	6,	A
IA,	Boone,	Cold,	5,	A
IA,	Bremer,	Cold,	6,	A
IA,	Buchanan,	Cold,	6,	A
IA,	Buena Vista,	Cold,	6,	A
IA,	Butler,	Cold,	6,	A
IA,	Calhoun,	Cold,	6,	A
IA,	Carroll,	Cold,	5,	A
IA,	Cass,	Cold,	5,	A
IA,	Cedar,	Cold,	5,	A
IA,	Cerro Gordo,	Cold,	6,	A
IA,	Cherokee,	Cold,	6,	A
IA,	Chickasaw,	Cold,	6,	A
IA,	Clarke,	Cold,	5,	A
IA,	Clay,	Cold,	6,	A
IA,	Clayton,	Cold,	6,	A
IA,	Clinton,	Cold,	5,	A
IA,	Crawford,	Cold,	5,	A
IA,	Dallas,	Cold,	5,	A
IA,	Davis,	Cold,	5,	A
IA,	Decatur,	Cold,	5,	A
IA,	Delaware,	Cold,	6,	A
IA,	Des Moines,	Cold,	5,	A
IA,	Dickinson,	Cold,	6,	A
IA,	Dubuque,	Cold,	5,	A
IA,	Emmet,	Cold,	6,	A
IA,	Fayette,	Cold,	6,	A
IA,	Floyd,	Cold,	6,	A
IA,	Franklin,	Cold,	6,	A
IA,	Fremont,	Cold,	5,	A
IA,	Greene,	Cold,	5,	A
IA,	Grundy,	Cold,	6,	A
IA,	Guthrie,	Cold,	5,	A
IA,	Hamilton,	Cold,	6,	A
IA,	Hancock,	Cold,	6,	A
IA,	Hardin,	Cold,	6,	A
IA,	Harrison,	Cold,	5,	A
IA,	Henry,	Cold,	5,	A
IA,	Howard,	Cold,	6,	A
IA,	Humboldt,	Cold,	6,	A
IA,	Ida,	Cold,	6,	A
IA,	Iowa,	Cold,	5,	A
IA,	Jackson,	Cold,	5,	A
IA,	Jasper,	Cold,	5,	A
IA,	Jefferson,	Cold,	5,	A
IA,	Johnson,	Cold,	5,	A
IA,	Jones,	Cold,	5,	A
IA,	Keokuk,	Cold,	5,	A
IA,	Kossuth,	Cold,	6,	A
IA,	Lee,	Cold,	5,	A
IA,	Linn,	Cold,	5,	A
IA,	Louisa,	Cold,	5,	A
IA,	Lucas,	Cold,	5,	A
IA,	Lyon,	Cold,	6,	A
IA,	Madison,	Cold,	5,	A
IA,	Mahaska,	Cold,	5,	A
IA,	Marion,	Cold,	5,	A
IA,	Marshall,	Cold,	5,	A
IA,	Mills,	Cold,	5,	A
IA,	Mitchell,	Cold,	6,	A
IA,	Monona,	Cold,	5,	A
IA,	Monroe,	Cold,	5,	A
IA,	Montgomery,	Cold,	5,	A
IA,	Muscatine,	Cold,	5,	A
IA,	O'Brien,	Cold,	6,	A
IA,	Osceola,	Cold,	6,	A
IA,	Page,	Cold,	5,	A
IA,	Palo Alto,	Cold,	6,	A
IA,	Plymouth,	Cold,	6,	A
IA,	Pocahontas,	Cold,	6,	A
IA,	Polk,	Cold,	5,	A
IA,	Pottawattamie,	Cold,	5,	A
IA,	Poweshiek,	Cold,	5,	A
IA,	Ringgold,	Cold,	5,	A
IA,	Sac,	Cold,	6,	A
IA,	Scott,	Cold,	5,	A
IA,	Shelby,	Cold,	5,	A
IA,	Sioux,	Cold,	6,	A
IA,	Story,	Cold,	5,	A
IA,	Tama,	Cold,	5,	A
IA,	Taylor,	Cold,	5,	A
IA,	Union,	Cold,	5,	A
IA,	Van Buren,	Cold,	5,	A
IA,	Wapello,	Cold,	5,	A
IA,	Warren,	Cold,	5,	A
IA,	Washington,	Cold,	5,	A
IA,	Wayne,	Cold,	5,	A
IA,	Webster,	Cold,	6,	A
IA,	Winnebago,	Cold,	6,	A
IA,	Winneshiek,	Cold,	6,	A
IA,	Woodbury,	Cold,	5,	A
IA,	Worth,	Cold,	6,	A
IA,	Wright,	Cold,	6,	A
KS,	Allen,	Mixed-Humid,	4,	A
KS,	Anderson,	Mixed-Humid,	4,	A
KS,	Atchison,	Mixed-Humid,	4,	A
KS,	Barber,	Mixed-Humid,	4,	A
KS,	Barton,	Mixed-Humid,	4,	A
KS,	Bourbon,	Mixed-Humid,	4,	A
KS,	Brown,	Mixed-Humid,	4,	A
KS,	Butler,	Mixed-Humid,	4,	A
KS,	Chase,	Mixed-Humid,	4,	A
KS,	Chautauqua,	Mixed-Humid,	4,	A
KS,	Cherokee,	Mixed-Humid,	4,	A
KS,	Cheyenne,	Cold,	5,	A
KS,	Clark,	Mixed-Humid,	4,	A
KS,	Clay,	Mixed-Humid,	4,	A
KS,	Cloud,	Cold,	5,	A
KS,	Coffey,	Mixed-Humid,	4,	A
KS,	Comanche,	Mixed-Humid,	4,	A
KS,	Cowley,	Mixed-Humid,	4,	A
KS,	Crawford,	Mixed-Humid,	4,	A
KS,	Decatur,	Cold,	5,	A
KS,	Dickinson,	Mixed-Humid,	4,	A
KS,	Doniphan,	Mixed-Humid,	4,	A
KS,	Douglas,	Mixed-Humid,	4,	A
KS,	Edwards,	Mixed-Humid,	4,	A
KS,	Elk,	Mixed-Humid,	4,	A
KS,	Ellis,	Cold,	5,	A
KS,	Ellsworth,	Mixed-Humid,	4,	A
KS,	Finney,	Mixed-Humid,	4,	A
KS,	Ford,	Mixed-Humid,	4,	A
KS,	Franklin,	Mixed-Humid,	4,	A
KS,	Geary,	Mixed-Humid,	4,	A
KS,	Gove,	Cold,	5,	A
KS,	Graham,	Cold,	5,	A
KS,	Grant,	Mixed-Humid,	4,	A
KS,	Gray,	Mixed-Humid,	4,	A
KS,	Greeley,	Cold,	5,	A
KS,	Greenwood,	Mixed-Humid,	4,	A
KS,	Hamilton,	Cold,	5,	A
KS,	Harper,	Mixed-Humid,	4,	A
KS,	Harvey,	Mixed-Humid,	4,	A
KS,	Haskell,	Mixed-Humid,	4,	A
KS,	Hodgeman,	Mixed-Humid,	4,	A
KS,	Jackson,	Mixed-Humid,	4,	A
KS,	Jefferson,	Mixed-Humid,	4,	A
KS,	Jewell,	Cold,	5,	A
KS,	Johnson,	Mixed-Humid,	4,	A
KS,	Kearny,	Mixed-Humid,	4,	A
KS,	Kingman,	Mixed-Humid,	4,	A
KS,	Kiowa,	Mixed-Humid,	4,	A
KS,	Labette,	Mixed-Humid,	4,	A
KS,	Lane,	Cold,	5,	A
KS,	Leavenworth,	Mixed-Humid,	4,	A
KS,	Lincoln,	Mixed-Humid,	4,	A
KS,	Linn,	Mixed-Humid,	4,	A
KS,	Logan,	Cold,	5,	A
KS,	Lyon,	Mixed-Humid,	4,	A
KS,	Marion,	Mixed-Humid,	4,	A
KS,	Marshall,	Mixed-Humid,	4,	A
KS,	McPherson,	Mixed-Humid,	4,	A
KS,	Meade,	Mixed-Humid,	4,	A
KS,	Miami,	Mixed-Humid,	4,	A
KS,	Mitchell,	Cold,	5,	A
KS,	Montgomery,	Mixed-Humid,	4,	A
KS,	Morris,	Mixed-Humid,	4,	A
KS,	Morton,	Mixed-Humid,	4,	A
KS,	Nemaha,	Mixed-Humid,	4,	A
KS,	Neosho,	Mixed-Humid,	4,	A
KS,	Ness,	Cold,	5,	A
KS,	Norton,	Cold,	5,	A
KS,	Osage,	Mixed-Humid,	4,	A
KS,	Osborne,	Cold,	5,	A
KS,	Ottawa,	Mixed-Humid,	4,	A
KS,	Pawnee,	Mixed-Humid,	4,	A
KS,	Phillips,	Cold,	5,	A
KS,	Pottawatomie,	Mixed-Humid,	4,	A
KS,	Pratt,	Mixed-Humid,	4,	A
KS,	Rawlins,	Cold,	5,	A
KS,	Reno,	Mixed-Humid,	4,	A
KS,	Republic,	Cold,	5,	A
KS,	Rice,	Mixed-Humid,	4,	A
KS,	Riley,	Mixed-Humid,	4,	A
KS,	Rooks,	Cold,	5,	A
KS,	Rush,	Mixed-Humid,	4,	A
KS,	Russell,	Mixed-Humid,	4,	A
KS,	Saline,	Mixed-Humid,	4,	A
KS,	Scott,	Cold,	5,	A
KS,	Sedgwick,	Mixed-Humid,	4,	A
KS,	Seward,	Mixed-Humid,	4,	A
KS,	Shawnee,	Mixed-Humid,	4,	A
KS,	Sheridan,	Cold,	5,	A
KS,	Sherman,	Cold,	5,	A
KS,	Smith,	Cold,	5,	A
KS,	Stafford,	Mixed-Humid,	4,	A
KS,	Stanton,	Mixed-Humid,	4,	A
KS,	Stevens,	Mixed-Humid,	4,	A
KS,	Sumner,	Mixed-Humid,	4,	A
KS,	Thomas,	Cold,	5,	A
KS,	Trego,	Cold,	5,	A
KS,	Wabaunsee,	Mixed-Humid,	4,	A
KS,	Wallace,	Cold,	5,	A
KS,	Washington,	Mixed-Humid,	4,	A
KS,	Wichita,	Cold,	5,	A
KS,	Wilson,	Mixed-Humid,	4,	A
KS,	Woodson,	Mixed-Humid,	4,	A
KS,	Wyandotte,	Mixed-Humid,	4,	A
KY,	Adair,	Mixed-Humid,	4,	A
KY,	Allen,	Mixed-Humid,	4,	A
KY,	Anderson,	Mixed-Humid,	4,	A
KY,	Ballard,	Mixed-Humid,	4,	A
KY,	Barren,	Mixed-Humid,	4,	A
KY,	Bath,	Mixed-Humid,	4,	A
KY,	Bell,	Mixed-Humid,	4,	A
KY,	Boone,	Mixed-Humid,	4,	A
KY,	Bourbon,	Mixed-Humid,	4,	A
KY,	Boyd,	Mixed-Humid,	4,	A
KY,	Boyle,	Mixed-Humid,	4,	A
KY,	Bracken,	Mixed-Humid,	4,	A
KY,	Breathitt,	Mixed-Humid,	4,	A
KY,	Breckinridge,	Mixed-Humid,	4,	A
KY,	Bullitt,	Mixed-Humid,	4,	A
KY,	Butler,	Mixed-Humid,	4,	A
KY,	Caldwell,	Mixed-Humid,	4,	A
KY,	Calloway,	Mixed-Humid,	4,	A
KY,	Campbell,	Mixed-Humid,	4,	A
KY,	Carlisle,	Mixed-Humid,	4,	A
KY,	Carroll,	Mixed-Humid,	4,	A
KY,	Carter,	Mixed-Humid,	4,	A
KY,	Casey,	Mixed-Humid,	4,	A
KY,	Christian,	Mixed-Humid,	4,	A
KY,	Clark,	Mixed-Humid,	4,	A
KY,	Clay,	Mixed-Humid,	4,	A
KY,	Clinton,	Mixed-Humid,	4,	A
KY,	Crittenden,	Mixed-Humid,	4,	A
KY,	Cumberland,	Mixed-Humid,	4,	A
KY,	Daviess,	Mixed-Humid,	4,	A
KY,	Edmonson,	Mixed-Humid,	4,	A
KY,	Elliott,	Mixed-Humid,	4,	A
KY,	Estill,	Mixed-Humid,	4,	A
KY,	Fayette,	Mixed-Humid,	4,	A
KY,	Fleming,	Mixed-Humid,	4,	A
KY,	Floyd,	Mixed-Humid,	4,	A
KY,	Franklin,	Mixed-Humid,	4,	A
KY,	Fulton,	Mixed-Humid,	4,	A
KY,	Gallatin,	Mixed-Humid,	4,	A
KY,	Garrard,	Mixed-Humid,	4,	A
KY,	Grant,	Mixed-Humid,	4,	A
KY,	Graves,	Mixed-Humid,	4,	A
KY,	Grayson,	Mixed-Humid,	4,	A
KY,	Green,	Mixed-Humid,	4,	A
KY,	Greenup,	Mixed-Humid,	4,	A
KY,	Hancock,	Mixed-Humid,	4,	A
KY,	Hardin,	Mixed-Humid,	4,	A
KY,	Harlan,	Mixed-Humid,	4,	A
KY,	Harrison,	Mixed-Humid,	4,	A
KY,	Hart,	Mixed-Humid,	4,	A
KY,	Henderson,	Mixed-Humid,	4,	A
KY,	Henry,	Mixed-Humid,	4,	A
KY,	Hickman,	Mixed-Humid,	4,	A
KY,	Hopkins,	Mixed-Humid,	4,	A
KY,	Jackson,	Mixed-Humid,	4,	A
KY,	Jefferson,	Mixed-Humid,	4,	A
KY,	Jessamine,	Mixed-Humid,	4,	A
KY,	Johnson,	Mixed-Humid,	4,	A
KY,	Kenton,	Mixed-Humid,	4,	A
KY,	Knott,	Mixed-Humid,	4,	A
KY,	Knox,	Mixed-Humid,	4,	A
KY,	Larue,	Mixed-Humid,	4,	A
KY,	Laurel,	Mixed-Humid,	4,	A
KY,	Lawrence,	Mixed-Humid,	4,	A
KY,	Lee,	Mixed-Humid,	4,	A
KY,	Leslie,	Mixed-Humid,	4,	A
KY,	Letcher,	Mixed-Humid,	4,	A
KY,	Lewis,	Mixed-Humid,	4,	A
KY,	Lincoln,	Mixed-Humid,	4,	A
KY,	Livingston,	Mixed-Humid,	4,	A
KY,	Logan,	Mixed-Humid,	4,	A
KY,	Lyon,	Mixed-Humid,	4,	A
KY,	Madison,	Mixed-Humid,	4,	A
KY,	Magoffin,	Mixed-Humid,	4,	A
KY,	Marion,	Mixed-Humid,	4,	A
KY,	Marshall,	Mixed-Humid,	4,	A
KY,	Martin,	Mixed-Humid,	4,	A
KY,	Mason,	Mixed-Humid,	4,	A
KY,	McCracken,	Mixed-Humid,	4,	A
KY,	McCreary,	Mixed-Humid,	4,	A
KY,	McLean,	Mixed-Humid,	4,	A
KY,	Meade,	Mixed-Humid,	4,	A
KY,	Menifee,	Mixed-Humid,	4,	A
KY,	Mercer,	Mixed-Humid,	4,	A
KY,	Metcalfe,	Mixed-Humid,	4,	A
KY,	Monroe,	Mixed-Humid,	4,	A
KY,	Montgomery,	Mixed-Humid,	4,	A
KY,	Morgan,	Mixed-Humid,	4,	A
KY,	Muhlenberg,	Mixed-Humid,	4,	A
KY,	Nelson,	Mixed-Humid,	4,	A
KY,	Nicholas,	Mixed-Humid,	4,	A
KY,	Ohio,	Mixed-Humid,	4,	A
KY,	Oldham,	Mixed-Humid,	4,	A
KY,	Owen,	Mixed-Humid,	4,	A
KY,	Owsley,	Mixed-Humid,	4,	A
KY,	Pendleton,	Mixed-Humid,	4,	A
KY,	Perry,	Mixed-Humid,	4,	A
KY,	Pike,	Mixed-Humid,	4,	A
KY,	Powell,	Mixed-Humid,	4,	A
KY,	Pulaski,	Mixed-Humid,	4,	A
KY,	Robertson,	Mixed-Humid,	4,	A
KY,	Rockcastle,	Mixed-Humid,	4,	A
KY,	Rowan,	Mixed-Humid,	4,	A
KY,	Russell,	Mixed-Humid,	4,	A
KY,	Scott,	Mixed-Humid,	4,	A
KY,	Shelby,	Mixed-Humid,	4,	A
KY,	Simpson,	Mixed-Humid,	4,	A
KY,	Spencer,	Mixed-Humid,	4,	A
KY,	Taylor,	Mixed-Humid,	4,	A
KY,	Todd,	Mixed-Humid,	4,	A
KY,	Trigg,	Mixed-Humid,	4,	A
KY,	Trimble,	Mixed-Humid,	4,	A
KY,	Union,	Mixed-Humid,	4,	A
KY,	Warren,	Mixed-Humid,	4,	A
KY,	Washington,	Mixed-Humid,	4,	A
KY,	Wayne,	Mixed-Humid,	4,	A
KY,	Webster,	Mixed-Humid,	4,	A
KY,	Whitley,	Mixed-Humid,	4,	A
KY,	Wolfe,	Mixed-Humid,	4,	A
KY,	Woodford,	Mixed-Humid,	4,	A
LA,	Acadia,	Hot-Humid,	2,	A
LA,	Allen,	Hot-Humid,	2,	A
LA,	Ascension,	Hot-Humid,	2,	A
LA,	Assumption,	Hot-Humid,	2,	A
LA,	Avoyelles,	Hot-Humid,	2,	A
LA,	Beauregard,	Hot-Humid,	2,	A
LA,	Bienville,	Hot-Humid,	3,	A
LA,	Bossier,	Hot-Humid,	3,	A
LA,	Caddo,	Hot-Humid,	3,	A
LA,	Calcasieu,	Hot-Humid,	2,	A
LA,	Caldwell,	Hot-Humid,	3,	A
LA,	Cameron,	Hot-Humid,	2,	A
LA,	Catahoula,	Hot-Humid,	3,	A
LA,	Claiborne,	Hot-Humid,	3,	A
LA,	Concordia,	Hot-Humid,	3,	A
LA,	De Soto,	Hot-Humid,	3,	A
LA,	East Baton Rouge,	Hot-Humid,	2,	A
LA,	East Carroll,	Mixed-Humid,	3,	A
LA,	East Feliciana,	Hot-Humid,	2,	A
LA,	Evangeline,	Hot-Humid,	2,	A
LA,	Franklin,	Hot-Humid,	3,	A
LA,	Grant,	Hot-Humid,	3,	A
LA,	Iberia,	Hot-Humid,	2,	A
LA,	Iberville,	Hot-Humid,	2,	A
LA,	Jackson,	Hot-Humid,	3,	A
LA,	Jefferson,	Hot-Humid,	2,	A
LA,	Jefferson Davis,	Hot-Humid,	2,	A
LA,	La Salle,	Hot-Humid,	3,	A
LA,	Lafayette,	Hot-Humid,	2,	A
LA,	Lafourche,	Hot-Humid,	2,	A
LA,	Lincoln,	Hot-Humid,	3,	A
LA,	Livingston,	Hot-Humid,	2,	A
LA,	Madison,	Hot-Humid,	3,	A
LA,	Morehouse,	Mixed-Humid,	3,	A
LA,	Natchitoches,	Hot-Humid,	3,	A
LA,	Orleans,	Hot-Humid,	2,	A
LA,	Ouachita,	Hot-Humid,	3,	A
LA,	Plaquemines,	Hot-Humid,	2,	A
LA,	Pointe Coupee,	Hot-Humid,	2,	A
LA,	Rapides,	Hot-Humid,	2,	A
LA,	Red River,	Hot-Humid,	3,	A
LA,	Richland,	Hot-Humid,	3,	A
LA,	Sabine,	Hot-Humid,	3,	A
LA,	St. Bernard,	Hot-Humid,	2,	A
LA,	St. Charles,	Hot-Humid,	2,	A
LA,	St. Helena,	Hot-Humid,	2,	A
LA,	St. James,	Hot-Humid,	2,	A
LA,	St. John the Baptist,	Hot-Humid,	2,	A
LA,	St. LanB,	Hot-Humid,	2,	A
LA,	St. Martin,	Hot-Humid,	2,	A
LA,	St. Mary,	Hot-Humid,	2,	A
LA,	St. Tammany,	Hot-Humid,	2,	A
LA,	Tangipahoa,	Hot-Humid,	2,	A
LA,	Tensas,	Hot-Humid,	3,	A
LA,	Terrebonne,	Hot-Humid,	2,	A
LA,	Union,	Hot-Humid,	3,	A
LA,	Vermilion,	Hot-Humid,	2,	A
LA,	Vernon,	Hot-Humid,	3,	A
LA,	Washington,	Hot-Humid,	2,	A
LA,	Webster,	Hot-Humid,	3,	A
LA,	West Baton Rouge,	Hot-Humid,	2,	A
LA,	West Carroll,	Mixed-Humid,	3,	A
LA,	West Feliciana,	Hot-Humid,	2,	A
LA,	Winn,	Hot-Humid,	3,	A
ME,	Androscoggin,	Cold,	6,	A
ME,	Aroostook,	Very Cold,	7,	0
ME,	Cumberland,	Cold,	6,	A
ME,	Franklin,	Cold,	6,	A
ME,	Hancock,	Cold,	6,	A
ME,	Kennebec,	Cold,	6,	A
ME,	Knox,	Cold,	6,	A
ME,	Lincoln,	Cold,	6,	A
ME,	Oxford,	Cold,	6,	A
ME,	Penobscot,	Cold,	6,	A
ME,	Piscataquis,	Cold,	6,	A
ME,	Sagadahoc,	Cold,	6,	A
ME,	Somerset,	Cold,	6,	A
ME,	Waldo,	Cold,	6,	A
ME,	Washington,	Cold,	6,	A
ME,	York,	Cold,	6,	A
MD,	Allegany,	Mixed-Humid,	4,	A
MD,	Anne Arundel,	Mixed-Humid,	4,	A
MD,	Baltimore,	Mixed-Humid,	4,	A
MD,	Baltimore (city),	Mixed-Humid,	4,	A
MD,	Calvert,	Mixed-Humid,	4,	A
MD,	Caroline,	Mixed-Humid,	4,	A
MD,	Carroll,	Mixed-Humid,	4,	A
MD,	Cecil,	Mixed-Humid,	4,	A
